ID_Pregunta,Área_Evaluada,Competencia,Componente,Proceso_Cognitivo,Tipo_Conocimiento,Nivel_Dificultad,Afirmación,Evidencia,Pregunta,Respuesta_Correcta,Nivel_Desempeño_Esperado,Tiempo_Estimado,Tema_Específico,Grado_Escolar,Periodo_Aplicación,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Requiere_Imagen,Imagen_Pregunta_URL,Imagen_Opcion_A_URL,Imagen_Opcion_B_URL,Imagen_Opcion_C_URL,Imagen_Opcion_D_URL,Puntos_XP,Pista_1,Pista_2,Pista_3,Explicación_Respuesta,Error_Común,Pregunta_con_contexto,Pregunta_Libro,Orden_En_Contexto,Contexto_Requerido,Imagen_Contexto_Comp,Texto_Contexto_Completo,ID_Contexto_Compartido,Ruta_absoluta_Archivo,Nombre_del_Archivo,Índice_Discriminación,Parámetro_IRT_A,Parámetro_IRT_B,Parámetro_IRT_C,Subtema,Estrategia_Discursiva,Tipo_Razonamiento,Complejidad_Cognitiva,Contexto_Aplicación,Tipo_Texto,Género_Textual,Función_Comunicativa,Pensamiento_Matemático,Disciplina_Predominante,Concepto_Científico,Proceso_Científico,Nivel_Representación,Periodo_Histórico,Ámbito_Análisis,Escala_Espacial,Tipo_Fuente,Nivel_MCER,Parte_Prueba,Competencia_Comunicativa,Habilidad_Específica,Distractor_A_Concepto,Distractor_B_Concepto,Distractor_C_Concepto,Frecuencia_Error_A,Frecuencia_Error_B,Frecuencia_Error_C,Concepto_Refuerzo_1,Concepto_Refuerzo_2,Recurso_Sugerido,Tiempo_Estudio_Estimado,Fecha_Creación,Fecha_Actualización,Versión_Item,Banco_Origen,Fecha_Calibración
48,Ciencias Naturales,Explicación de fenómenos,Entorno_vivo,Comprender,Conceptual,Satisfactorio,Las espinas son estructuras defensivas en plantas,Comprende adaptaciones defensivas vegetales,Las imágenes que se observa permiten pensar que:,B,Satisfactorio,28,Adaptaciones defensivas,11°,2024-2,Los nudos en los que se anclan las espinas sirven para crecer.,Las púas funcionan como tejidos protectores de la planta.,Las espinas funcionan como atractivo de reproducción.,El tamaño se refiere a la cantidad de agua que puede absorber.,TRUE,\database\seed_dataciencias naturales\imagenes\Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf\028_Bancopreguntas_CuaCieNatExa_Pregunta_28_General_Pag18.jpeg,No Aplica,No Aplica,No Aplica,No Aplica,28,Identifica estructuras defensivas,Comprende función protectora,Analiza adaptaciones vegetales,Las espinas protegen a las plantas de herbívoros,Confundir función defensiva con reproductiva,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,0.51,2.8,1.52,1.075,Adaptaciones_defensivas,Inductiva,Analógico,Comprender,Laboral,No Aplica,Persuadir,No Aplica,No Aplica,Biología,Estructura_función_biológica,Observación,Simbólico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Función de crecimiento incorrecta,Función reproductiva incorrecta,Función de almacenamiento incorrecta,24,29,18,Morfología vegetal,Estrategias defensivas,Herbario virtual de plantas con espinas,22,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
49,Ciencias Naturales,Explicación de fenómenos,Entorno_vivo,Comprender,Conceptual,Satisfactorio,La imagen muestra procesos nutricionales vegetales,Comprende procesos de nutrición en plantas,De acuerdo con la imagen se puede decir que:,B,Satisfactorio,29,Nutrición vegetal,11°,2024-2,Muestra el tejido conductor en una planta.,Se evidencia el proceso de nutrición en plantas.,Corresponde a la circulación en las plantas.,Determina la reproducción en las plantas.,TRUE,\database\seed_dataciencias naturales\imagenes\Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf\029_Bancopreguntas_CuaCieNatExa_Pregunta_29_General_Pag18.jpeg,No Aplica,No Aplica,No Aplica,No Aplica,29,Identifica procesos nutricionales,Interpreta representaciones visuales,Comprende fisiología vegetal,La imagen muestra captación y transporte de nutrientes,Confundir nutrición con circulación,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,0.53,2.782,-0.742,1.735,Nutrición_vegetal,Analítica,Analógico,Comprender,Familiar,No Aplica,Describir,No Aplica,No Aplica,Biología,Estructura_función_biológica,Comunicación_resultados,Microscópico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Solo enfoque en tejidos conductores,Solo enfoque en transporte circulatorio,Enfoque en procesos reproductivos,29,11,35,Fisiología vegetal,Absorción y transporte,Diagrama interactivo de nutrición vegetal,10,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
50,Ciencias Naturales,Explicación de fenómenos,Entorno_vivo,Analizar,Conceptual,Satisfactorio,Las plantas desarrollan respuestas defensivas,Analiza mecanismos de respuesta en plantas,"En los diferentes ecosistemas se encuentran las plantas que presentan diversas estructuras para relacionarse con el medio. Tal es el caso de la planta llamada comúnmente ""dormilona"" o ""mimosa"" que cuando se toca se desvanece y pareciera que se duerme. Este hecho explica que:",B,Satisfactorio,30,Mecanismos defensivos,11°,2024-2,Se presenta porque este tipo de plantas sufre de depresión momentánea.,Esto ocurre como mecanismo de protección para no ser comida o lastimada.,Se da porque no poseen una estructura en sus hojas que le dé dureza y firmeza.,Las plantas realizan estas acciones como motivación del proceso de la fotosíntesis.,FALSE,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,30,Comprende respuestas defensivas,Analiza comportamiento vegetal,Evalúa estrategias de supervivencia,El movimiento de la mimosa es una respuesta defensiva,Antropomorfizar comportamientos vegetales,No,Sí,1,No,No Aplica,,No Aplica,No Aplica,Cuadernillo_Ciencias Naturales_ Examen Diagnostico con respuestas.pdf,0.31,2.118,-2.499,-0.009,Mecanismos_defensivos,Comparativa,Espacial,Analizar,Laboral,No Aplica,Informar,No Aplica,No Aplica,Biología,Estructura_función_biológica,Observación,Macroscópico,Contemporáneo,Científico,Local,Secundaria_académica,No Aplica,No Aplica,No Aplica,No Aplica,Antropomorfización de estados emocionales,Deficiencia estructural morfológica,Relación errónea con fotosíntesis,30,13,28,Tigmotropismo,Movimientos vegetales,Videos de plantas sensitivas,15,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
51,Ciencias Naturales,Indagación,Entorno_físico,Recordar,Procedimental,Avanzado,El control de variables es esencial en experimentos,Evalúa diseño experimental para comparar propiedades,"Un estudiante desea comparar los valores de las densidades de tres líquidos (agua, etanol y aceite) y para ello hace tres mediciones de una misma masa de líquido (100 g) a tres temperaturas. Los resultados obtenidos se muestran en la tabla. Con base en la anterior información se puede afirmar que el experimento del estudiante está mal planteado, porque:",A,Avanzado,76,Diseño experimental,11°,2024-2,"las temperaturas empleadas no son las mismas, por lo que no se pueden hacer comparaciones entre las densidades de los tres líquidos.",no se pueden hacer comparaciones sin medir diferentes volúmenes de los tres líquidos en las temperaturas indicadas.,"es necesario realizar otras mediciones a temperaturas más altas, para saber si el valor de la densidad sigue cambiando.",el aceite posee propiedades físicas y químicas muy diferentes del agua y del etanol y esto hace que no se puedan comparar.,TRUE,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\001_Bancopreguntas_Icf201CieNat_Pregunta_76_Cientifica_Pag2.png,No Aplica,No Aplica,No Aplica,No Aplica,76,Evalúa control de variables,Identifica errores metodológicos,Comprende validez experimental,Para comparar densidades las condiciones deben ser constantes,No controlar variables experimentales,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf,ICFES 2014 Ciencias Naturales.pdf,0.78,-1.233,1.663,-2.478,Diseño_experimental,Inductiva,Espacial,Recordar,Científico,No Aplica,Narrar,No Aplica,No Aplica,Física,Estructura_función_biológica,Análisis_datos,Simbólico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Metodología con volúmenes variables,Extensión innecesaria del rango experimental,Incompatibilidad entre sustancias,15,26,7,Metodología científica,Variables experimentales,Tutorial de diseño experimental,28,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
52,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_físico,Aplicar,Conceptual,Avanzado,Las mezclas homogéneas tienen composición uniforme,Aplica criterios de clasificación de materia,"La materia puede clasificarse analizando su composición como se muestra en el diagrama. El acero es un material que contiene los elementos hierro y carbono. Dos muestras distintas de acero tienen diferentes cantidades de estos elementos, pero ambas muestras tienen composición uniforme. Usando el diagrama anterior, ¿cómo clasificaría al acero?",A,Avanzado,77,Clasificación de materia,11°,2024-2,"Como mezcla homogénea, porque está formado por diferentes elementos y es uniforme.","Como sustancia pura, porque tiene composición uniforme y es un solo compuesto.","Como mezcla heterogénea, porque está formado por diferentes elementos.","Como sustancia pura, porque muestras distintas tienen composición diferente.",TRUE,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\002_Bancopreguntas_Icf201CieNat_Pregunta_77_Cientifica_Pag3.png,No Aplica,No Aplica,No Aplica,No Aplica,77,Clasifica tipos de materia,Distingue mezclas de sustancias,Aplica criterios de uniformidad,Mezcla homogénea: múltiples elementos con composición uniforme,Confundir criterios de clasificación,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf,ICFES 2014 Ciencias Naturales.pdf,0.67,-0.689,0.35,0.223,Clasificación_materia,Analítica,Analógico,Aplicar,Familiar,No Aplica,Explicar,No Aplica,No Aplica,Química,Enlaces_químicos,Experimentación,Simbólico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Sustancia pura por uniformidad,Mezcla heterogénea por elementos diferentes,Sustancia pura por variación en muestras,10,26,16,Química de materiales,Estados de la materia,Laboratorio virtual de clasificación,25,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
53,Ciencias Naturales,Indagación,Entorno_físico,Evaluar,Procedimental,Avanzado,Los puntos de fusión y ebullición identifican sustancias,Evalúa métodos para identificar sustancias desconocidas,"En un experimento, un sólido de identidad desconocida se calienta y se mide su temperatura cada minuto hasta que se evapora, obteniendo la siguiente gráfica. Para identificar el sólido se cuenta con los datos de la tabla. ¿A qué sustancia corresponde el sólido inicial?",B,Avanzado,78,Identificación de sustancias,11°,2024-2,Al benceno.,Al agua.,Al acetonitrilo.,Al 2-butanol.,TRUE,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\003_Bancopreguntas_Icf201CieNat_Pregunta_78_Cientifica_Pag4.png,No Aplica,No Aplica,No Aplica,No Aplica,78,Interpreta gráficas de cambio de estado,Identifica sustancias por propiedades,Evalúa datos experimentales,Los puntos de fusión y ebullición son propiedades características,No relacionar gráfica con propiedades tabuladas,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf,ICFES 2014 Ciencias Naturales.pdf,0.76,2.107,-0.455,0.521,Identificación_sustancias,Inductiva,Lógico_deductivo,Evaluar,Comunitario,No Aplica,Explicar,No Aplica,No Aplica,Química,Reacciones_químicas,Experimentación,Macroscópico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Sustancia orgánica con puntos diferentes,Sustancia con mayor punto de ebullición,Sustancia con puntos intermedios,6,15,32,Propiedades físicas,Cambios de estado,Gráficas de calentamiento interactivas,17,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
54,Ciencias Naturales,Indagación,Entorno_físico,Aplicar,Procedimental,Avanzado,Solo la concentración de X afecta la velocidad,Analiza factores en cinética química,"Una estudiante realiza diferentes ensayos con el objetivo de determinar el efecto de la concentración de los reactivos sobre la velocidad de formación de W en la reacción X + Y→W. En cada ensayo mide la velocidad de formación de W manteniendo constante la concentración de uno de los reactivos y variando la del otro, como se muestra en las siguientes gráficas: Con base en estos resultados se puede concluir que el cambio en la velocidad de formación de W",C,Avanzado,79,Cinética química,11°,2024-2,no depende de la concentración de los reactivos.,depende de la concentración de ambos reactivos.,depende solamente de la concentración de X.,depende solamente de la concentración de Y.,TRUE,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\004_Bancopreguntas_Icf201CieNat_Pregunta_79_Cientifica_Pag5.png,No Aplica,No Aplica,No Aplica,No Aplica,79,Interpreta gráficas cinéticas,Analiza dependencia de velocidad,Evalúa efectos de concentración,Solo la concentración de X afecta la velocidad de reacción,Malinterpretar gráficas de velocidad,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf,ICFES 2014 Ciencias Naturales.pdf,0.74,-1.098,2.438,1.473,Cinética_química,Comparativa,Analógico,Aplicar,Laboral,No Aplica,Explicar,No Aplica,No Aplica,Química,Reacciones_químicas,Formulación_hipótesis,Macroscópico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Independencia total de reactivos,Dependencia de ambos reactivos,Dependencia solo del reactivo Y,11,18,17,Velocidad de reacción,Órdenes de reacción,Simulador de cinética química,10,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
55,Ciencias Naturales,Indagación,Entorno_vivo,Aplicar,Procedimental,Avanzado,La separación ocurre por peso molecular decreciente,Aplica técnicas de separación de proteínas,"Una estudiante desea conocer las proteínas presentes en la sangre. Para ello, emplea una técnica que las separa de acuerdo con su peso molecular y produce una respuesta en diferentes instantes de tiempo cada vez que una proteína es detectada. Ella obtiene los resultados mostrados en la siguiente gráfica, en donde cada pico representa una proteína diferente. Una proteína con peso molecular de 120 kDa podrá separarse en un tiempo",A,Avanzado,80,Separación de proteínas,11°,2024-2,entre 25 y 35 minutos.,entre 5 y 25 minutos.,entre 35 y 45 minutos.,después de 45 minutos.,TRUE,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\005_Bancopreguntas_Icf201CieNat_Pregunta_80_Cientifica_Pag6.png,No Aplica,No Aplica,No Aplica,No Aplica,80,Interpreta cromatogramas proteicos,Relaciona peso molecular con tiempo,Aplica técnicas analíticas,Mayor peso molecular corresponde a menor tiempo de separación,Confundir relación peso-tiempo,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf,ICFES 2014 Ciencias Naturales.pdf,0.56,-1.983,-2.333,-0.41,Separación_proteínas,Deductiva,Analógico,Aplicar,Académico,No Aplica,Describir,No Aplica,No Aplica,Biología,Estructura_función_biológica,Comunicación_resultados,Microscópico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Proteínas ligeras salen primero,Proteínas medianas en tiempo intermedio,Proteínas pesadas salen último,22,8,6,Bioquímica analítica,Cromatografía de proteínas,Tutorial de electroforesis,25,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
56,Ciencias Naturales,Indagación,Entorno_físico,Crear,Procedimental,Avanzado,El experimento estudia efecto de concentración,Evalúa objetivos en estudios de conductividad,"La conductividad de una disolución es la capacidad que tiene esta para conducir la corriente eléctrica. Un estudiante realiza una serie de experimentos para estudiar la conductividad de un tipo de sal (MgSO4) disuelta en agua, y obtiene los siguientes resultados: Con base en la anterior información, en este experimento el estudiante buscaba estudiar",D,Avanzado,81,Conductividad eléctrica,11°,2024-2,la influencia de la temperatura sobre la conductividad.,el efecto de la conductividad de la disolución sobre la concentración de la sal.,la influencia de la carga de los iones sobre la conductividad.,el efecto de la concentración de la sal sobre la conductividad de la disolución.,TRUE,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\006_Bancopreguntas_Icf201CieNat_Pregunta_81_Cientifica_Pag7.png,No Aplica,No Aplica,No Aplica,No Aplica,81,Identifica variables independientes,Evalúa objetivos experimentales,Comprende diseño de experimentos,El experimento varía concentración para medir conductividad,Confundir variable independiente con dependiente,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf,ICFES 2014 Ciencias Naturales.pdf,0.75,0.341,-0.044,-2.235,Conductividad_eléctrica,Deductiva,Espacial,Crear,Académico,No Aplica,Persuadir,No Aplica,No Aplica,Química,Reacciones_químicas,Comunicación_resultados,Simbólico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Variable dependiente como independiente,Variable dependiente invertida,Propiedad iónica no variable,31,30,7,Electroquímica,Soluciones iónicas,Medidor virtual de conductividad,18,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
57,Ciencias Naturales,Uso comprensivo del conocimiento científico,Entorno_físico,Recordar,Conceptual,Avanzado,Los alcoholes se oxidan según su estructura,Comprende productos de oxidación de alcoholes,"Los alcoholes pueden ser oxidados a cetonas, aldehídos o ácidos carboxílicos de acuerdo con el tipo de alcohol que reacciona, como se muestra en el diagrama. Para reconocer el tipo de compuesto que se forma en una oxidación se realizan las siguientes pruebas Si en un laboratorio se oxida un alcohol de 6 carbonos y se aplican las pruebas de reconocimiento de grupos funcionales obteniendo un espejo de plata y coloración morada con almidón, se espera que después de la oxidación se haya formado una mezcla de",B,Avanzado,82,Oxidación de alcoholes,11°,2024-2,Opción A (ver diagrama),Opción B (ver diagrama),Opción C (ver diagrama),Opción D (ver diagrama),TRUE,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\007_Bancopreguntas_Icf201CieNat_Pregunta_82_Cientifica_Pag8.png,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\008_Bancopreguntas_Icf201CieNat_Respuesta_A_82_Cientifica_Pag9.png,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\008_Bancopreguntas_Icf201CieNat_Respuesta_B_82_Cientifica_Pag9.png,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\008_Bancopreguntas_Icf201CieNat_Respuesta_C_82_Cientifica_Pag9.png,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf\008_Bancopreguntas_Icf201CieNat_Respuesta_D_82_Cientifica_Pag9.png,82,Identifica productos de oxidación,Interpreta pruebas cualitativas,Relaciona estructura con reactividad,Las pruebas indican formación de aldehídos y ácidos carboxílicos,Confundir productos de oxidación,Sí,Sí,1,No,No Aplica,,No Aplica,\database\seed_dataciencias naturales\imagenes\ICFES 2014 Ciencias Naturales.pdf,ICFES 2014 Ciencias Naturales.pdf,0.25,2.617,-2.932,-1.297,Oxidación_alcoholes,Analítica,Espacial,Recordar,Científico,No Aplica,Narrar,No Aplica,No Aplica,Química,Reacciones_químicas,Comunicación_resultados,Simbólico,Contemporáneo,Científico,Local,Primaria_documento,No Aplica,No Aplica,No Aplica,No Aplica,Productos diferentes a los indicados por pruebas,Productos no coherentes con resultados,Productos incorrectos para las reacciones,6,30,9,Química orgánica,Grupos funcionales,Laboratorio virtual de reacciones orgánicas,22,8/12/2025,8/12/2025,1,ICFES_OFICIAL,11/15/2024
